cuisine,atmosphere,occasion,price,style
Mexican,Excellent Food,Delivery Available,below $15,Tacos
Italian,Excellent Decor,Special Brunch Menu,$30-$50,none
Italian,Extraordinary Food,Long Drive,$15-$30,Carry in Wine and Beer
French,Singles Scene,Weekend Brunch,$30-$50,Brasserie
French,Extraordinary Service,Weekend Lunch,$15-$30,Brasserie
French,Near-perfect Decor,Fine for Dining Alone,$30-$50,Power Brokers
French,Fabulous Wine Lists,Pre-theater Dining,$30-$50,Californian
Italian,Excellent Service,Open on Mondays,$15-$30,none
American,Place for Singles,Dining Outdoors,$15-$30,Eclectic
French,Up and Coming,Fine for Dining Alone,$30-$50,none
American,Excellent Food,Weekend Jazz Brunch,below $15,Cafeterias
American,Great for People Watching,Menus in Braille,$15-$30,Eclectic
American,Warm spots by the fire,Takeout Available,$30-$50,Californian
Italian,Wheelchair Access,Prix Fixe Menus,$30-$50,none
American,Extraordinary Food,Fine for Dining Alone,below $15,Diners
Italian,Very Busy - Reservations a Must,Dining Outdoors,$30-$50,Traditional
American,Health Conscious Menus,Fine for Dining Alone,$30-$50,Steakhouses
American,Business Scene,Parties and Occasions,$30-$50,Californian
American,Wheelchair Access,Weekend Dining,$30-$50,Eclectic
American,Good Food,Private Rooms Available,$15-$30,Eclectic
American,Place for Singles,none,$15-$30,Coffee Shops
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Power Brokers
Italian,Good Service,Entertainment,$15-$30,Middle Eastern
Indian,Extraordinary Food,Private Parties,$15-$30,none
Italian,Business Scene,Private Rooms Available,$15-$30,Cab
American,An Historic Spot,Weekend Jazz Brunch,$15-$30,Continental
French,Extraordinary Service,Private Rooms Available,$15-$30,Continental
French,Extraordinary Decor,Pre-theater Dining,$30-$50,High Tea
Italian,Very Busy - Reservations a Must,none,$15-$30,Cab
Italian,Good Decor,Weekend Brunch,below $15,none
American,Good Decor,Takeout Available,$15-$30,Hamburgers
Mexican,Good Service,Private Parties,$15-$30,Traditional
Italian,Good Service,Weekend Brunch,$15-$30,none
American,Good Decor,Open for Breakfast,below $15,Eclectic
American,Up and Coming,Weekend Dining,$30-$50,Power Brokers
American,Extraordinary Decor,Delivery Available,$15-$30,High Tea
American,Wheelchair Access,Delivery Available,$30-$50,Steakhouses
American,Extraordinary Service,Delivery Available,$15-$30,Traditional
French,Extraordinary Service,Dining Outdoors,over $50,none
American,Creative,Weekend Brunch,below $15,Coffee Shops
American,Extraordinary Food,Private Parties,$30-$50,Steakhouses
Italian,Excellent Food,Catering for Special Events,below $15,Pizza
American,Parking/Valet,After Hours Dining,$15-$30,Eclectic
American,Extraordinary Service,Walk,$30-$50,none
Italian,Extraordinary Service,Weekend Dining,below $15,Pizza
Indian,Wheelchair Access,Takeout Available,$15-$30,none
Indian,Hip Place To Be,Weekend Dining,$15-$30,none
American,Relaxed Senior Scene,Late Night Menu,$15-$30,Steakhouses
American,Extraordinary Food,Picnics,$30-$50,Power Brokers
French,Up and Coming,Private Rooms Available,$30-$50,Cab
American,Good Out of Town Business,Special Brunch Menu,$30-$50,Southern
French,For the Young and Young at Heart,Takeout Available,$30-$50,High Tea
American,Excellent Service,Weekend Dining,$15-$30,Hamburgers
Italian,Warm spots by the fire,Weekend Jazz Brunch,$30-$50,none
American,Excellent Food,Dining Outdoors,$15-$30,Power Brokers
Italian,Extraordinary Food,Catering for Special Events,$15-$30,none
Indian,Extraordinary Decor,Catering for Special Events,$30-$50,Power Brokers
American,Quiet for Conversation,Long Drive,$15-$30,Continental
American,Up and Coming,Private Rooms Available,$15-$30,Continental
Italian,Excellent Decor,Weekend Brunch,$15-$30,Pizzerias
French,Near-perfect Decor,Parties and Occasions,$30-$50,High Tea
American,Quiet for Conversation,Weekend Dining,$15-$30,none
French,Extraordinary Food,Weekend Lunch,$30-$50,Californian
American,Hip Place To Be,Takeout Available,$30-$50,Californian
Italian,Good Decor,Weekend Dining,$15-$30,Traditional
American,For the Young and Young at Heart,Delivery Available,$15-$30,Pastries
American,Health Conscious Menus,Prix Fixe Menus,$30-$50,Power Brokers
Italian,Need To Dress,Weekend Dining,$30-$50,Traditional
American,Fabulous Wine Lists,Prix Fixe Menus,$15-$30,none
American,Business Scene,Weekend Jazz Brunch,$30-$50,High Tea
American,Hip Place To Be,Dining After the Theater,$15-$30,none
American,Good Decor,Weekend Dining,below $15,Coffee Shops
American,Tourist Appeal,After Hours Dining,below $15,Coffee Shops
French,Excellent Decor,Entertainment,$30-$50,none
American,Wheelchair Access,Open for Breakfast,below $15,Southern
Italian,Business Scene,Dining Outdoors,$15-$30,Power Brokers
French,Near-perfect Decor,Special Brunch Menu,$30-$50,none
French,Business Scene,Weekend Dining,$30-$50,Power Brokers
American,Health Conscious Menus,Pre-theater Dining,$15-$30,Continental
French,An Historic Spot,Dancing,$30-$50,Cab
French,Great for People Watching,Private Rooms Available,$15-$30,Continental
Indian,Buffet Dining,Special Brunch Menu,$15-$30,none
American,Classic Hotel Dining,Private Rooms Available,$15-$30,Grills
American,Fair Decor,Takeout Available,below $15,Hamburgers
American,Romantic,Open on Mondays,$30-$50,none
French,Parking/Valet,Special Brunch Menu,$30-$50,High Tea
American,Good Food,Late Night Menu,$15-$30,Hamburgers
Italian,Great for People Watching,Weekend Jazz Brunch,$15-$30,Californian
American,Little Known But Well Liked,Weekend Dining,below $15,Traditional
American,Hip Place To Be,Special Brunch Menu,over $50,Cab
Italian,People Keep Coming Back,Takeout Available,below $15,none
American,Singles Scene,Parties and Occasions,$30-$50,Power Brokers
American,Health Conscious Menus,Delivery Available,$15-$30,Coffee Shops
American,Good Decor,Catering for Special Events,$15-$30,Pizza
French,Romantic,Parties and Occasions,$30-$50,Power Brokers
American,Good Decor,Late Night Menu,$30-$50,Californian
American,No Reservations,After Hours Dining,$15-$30,Cab
American,Pub Feel,Dining Outdoors,$15-$30,Hamburgers
French,Near-perfect Food,Weekend Lunch,$30-$50,Californian
American,Warm spots by the fire,After Hours Dining,$15-$30,none
French,Good Out of Town Business,Picnics,$30-$50,Californian
American,Excellent Service,Weekend Lunch,$15-$30,Central
Indian,Excellent Decor,none,$15-$30,none
French,Warm spots by the fire,Catering for Special Events,$30-$50,none
American,Fair Decor,Dancing,below $15,Hamburgers
American,Excellent Food,Open for Breakfast,below $15,Southern
American,Classic Hotel Dining,Fine for Dining Alone,$30-$50,Continental
Italian,Quirky,Weekend Lunch,$15-$30,Californian
Italian,Warm spots by the fire,Weekend Lunch,$15-$30,Power Brokers
French,Hip Place To Be,Walk,$30-$50,Power Brokers
Italian,Little Known But Well Liked,Dining Outdoors,$15-$30,Southwestern
French,Extraordinary Service,Dancing,over $50,none
French,Health Conscious Menus,Open for Breakfast,$30-$50,none
American,Extraordinary Service,Private Parties,$30-$50,High Tea
Italian,Focus on Dessert,Delivery Available,$30-$50,Power Brokers
Italian,Fair Service,Takeout Available,$15-$30,none
American,Wheelchair Access,Private Parties,below $15,Southwestern
American,No Smoking Allowed,Special Brunch Menu,$15-$30,none
French,Parking/Valet,Weekend Lunch,$30-$50,Power Brokers
American,Extraordinary Food,Pre-theater Dining,$30-$50,Cab
Mexican,Creative,Long Drive,below $15,none
American,Warm spots by the fire,Weekend Dining,over $50,High Tea
French,Warm spots by the fire,Private Parties,$15-$30,Continental
American,Focus on Dessert,Dining Outdoors,over $50,Power Brokers
American,Up and Coming,Entertainment,$30-$50,none
American,Old World Cafe Charm,Fine for Dining Alone,$30-$50,none
American,Good Decor,Delivery Available,below $15,Cafeterias
American,Need To Dress,Takeout Available,$30-$50,High Tea
American,Extraordinary Decor,Special Brunch Menu,$30-$50,Soulfood
Italian,Good Out of Town Business,none,$30-$50,Cab
French,Excellent Food,Long Drive,$15-$30,Continental
Italian,Quiet for Conversation,Long Drive,$15-$30,Carry in Wine and Beer
American,For the Young and Young at Heart,Private Rooms Available,$30-$50,none
French,Extraordinary Food,Picnics,$15-$30,Brasserie
French,Parking/Valet,Catering for Special Events,$15-$30,Continental
American,Classic Hotel Dining,Takeout Available,$15-$30,Power Brokers
American,Classic Hotel Dining,Weekend Dining,$15-$30,High Tea
American,An Historic Spot,Dancing,$30-$50,none
Italian,Great for People Watching,Open on Sundays,$15-$30,none
American,Need To Dress,Weekend Dining,$30-$50,Traditional
Mexican,Little Known But Well Liked,Open for Breakfast,below $15,none
American,People Keep Coming Back,Late Night Menu,below $15,Southern
French,Quiet for Conversation,Parties and Occasions,$30-$50,High Tea
Italian,Very Busy - Reservations a Must,Private Rooms Available,$30-$50,none
American,Warm spots by the fire,Takeout Available,$15-$30,none
Italian,Good for Younger Kids,Catering for Special Events,$15-$30,Pizza
American,Good Decor,none,$15-$30,Cab
Mexican,People Keep Coming Back,Late Night Menu,$15-$30,none
American,Fair Decor,Weekend Jazz Brunch,below $15,Traditional
American,Excellent Decor,Dancing,$15-$30,Power Brokers
American,Great for People Watching,Weekend Lunch,$30-$50,Hamburgers
Italian,Place for Singles,Weekend Brunch,$15-$30,Cab
American,Hip Place To Be,Weekend Dining,$15-$30,Cab
American,Good Food,Dining Outdoors,below $15,Soulfood
American,Quirky,Late Night Menu,$15-$30,Diners
French,Excellent Decor,Weekend Lunch,$15-$30,Power Brokers
American,Good Decor,Dining Outdoors,$15-$30,Pizza
French,Very Busy - Reservations a Must,Weekend Brunch,$15-$30,none
French,Great for People Watching,Private Parties,$30-$50,none
American,Near-perfect Service,Fine for Dining Alone,$30-$50,none
Italian,Good for Younger Kids,Weekend Brunch,below $15,Cab
Italian,Good Service,After Hours Dining,below $15,Traditional
Italian,Good Food,Dining Outdoors,below $15,Coffee Houses
American,Parking/Valet,Open for Breakfast,below $15,Diners
French,Near-perfect Food,Fine for Dining Alone,$30-$50,none
American,Creative,Weekend Lunch,below $15,High Tea
American,Parking/Valet,Open for Breakfast,below $15,High Tea
American,Focus on Dessert,Dining Outdoors,$15-$30,Hamburgers
American,Quiet for Conversation,Fine for Dining Alone,$30-$50,none
American,Up and Coming,Private Parties,$15-$30,High Tea
Italian,Place for Singles,Private Rooms Available,$15-$30,none
French,Place for Singles,See the Game,$30-$50,Power Brokers
American,For the Young and Young at Heart,Fine for Dining Alone,below $15,Coffee Shops
Italian,Excellent Decor,Weekend Brunch,$30-$50,Power Brokers
Italian,Up and Coming,Delivery Available,$15-$30,Pizza
Italian,Great for People Watching,Weekend Dining,below $15,Coffee Houses
American,Warm spots by the fire,Weekend Dining,$15-$30,Steakhouses
Mexican,Hip Place To Be,Private Parties,$15-$30,none
American,Hip Place To Be,Catering for Special Events,below $15,none
American,Extraordinary Food,none,$30-$50,Eclectic
American,Quirky,none,$15-$30,none
Italian,Wheelchair Access,Weekend Dining,$15-$30,Traditional
American,Fair Decor,Open for Breakfast,below $15,Central
Italian,Excellent Food,Private Rooms Available,$15-$30,Middle Eastern
Italian,Extraordinary Food,Weekend Brunch,below $15,none
American,Good Food,Prix Fixe Menus,$15-$30,Continental
American,Excellent Service,Dancing,$15-$30,Hamburgers
French,Very Busy - Reservations a Must,Private Parties,over $50,High Tea
American,Excellent Service,Special Brunch Menu,$30-$50,Traditional
Mexican,Good Decor,Margaritas,$15-$30,none
American,Little Known But Well Liked,Weekend Brunch,$15-$30,Cab
French,Parking/Valet,Short Drive,over $50,Power Brokers
American,Great for People Watching,Dancing,$30-$50,Steakhouses
French,No Reservations,Special Brunch Menu,$15-$30,none
Italian,Excellent Decor,Dancing,$30-$50,none
American,Fabulous Wine Lists,Special Brunch Menu,over $50,none
American,Near-perfect Decor,Private Rooms Available,$30-$50,Californian
French,Fabulous Wine Lists,Private Rooms Available,$15-$30,none
American,Extraordinary Decor,Private Parties,$30-$50,Southern
French,Place for Singles,Private Rooms Available,$30-$50,none
Italian,Romantic,Parties and Occasions,$30-$50,none
American,Quiet for Conversation,Weekend Brunch,$30-$50,none
American,Creative,After Hours Dining,below $15,High Tea
American,Health Conscious Menus,Dining Outdoors,$30-$50,Power Brokers
Italian,For the Young and Young at Heart,Open on Sundays,below $15,none
American,Up and Coming,Weekend Dining,$15-$30,Cab
American,Relaxed Senior Scene,Open on Mondays,$30-$50,none
American,Good Service,Open on Mondays,$15-$30,none
Mexican,Good Decor,Weekend Jazz Brunch,$15-$30,Traditional
American,Fabulous Wine Lists,Special Brunch Menu,$15-$30,Hamburgers
Mexican,Good for Younger Kids,Weekend Jazz Brunch,$15-$30,Traditional
Italian,For the Young and Young at Heart,Dining After the Theater,$15-$30,Pizza
American,Extraordinary Food,Dining Outdoors,over $50,none
French,Excellent Decor,Delivery Available,$15-$30,none
American,Relaxed Senior Scene,Pre-theater Dining,$30-$50,High Tea
American,Warm spots by the fire,Private Parties,$15-$30,Continental
Indian,Romantic,Private Rooms Available,$15-$30,none
French,An Out Of The Way Find,Delivery Available,$15-$30,none
French,Hip Place To Be,Weekend Jazz Brunch,$30-$50,High Tea
American,Excellent Food,Private Rooms Available,below $15,Diners
Italian,Parking/Valet,Weekend Dining,$15-$30,Continental
American,Parking/Valet,Fine for Dining Alone,below $15,Southern Comfort
Italian,Good Decor,Prix Fixe Menus,$15-$30,Pizza
French,Singles Scene,Weekend Brunch,$30-$50,Power Brokers
American,An Historic Spot,Catering for Special Events,$15-$30,none
American,Parking/Valet,Delivery Available,below $15,none
French,Business Scene,Private Rooms Available,$30-$50,Continental
American,Great for People Watching,Entertainment,$30-$50,Steakhouses
Mexican,Good Service,Entertainment,$15-$30,none
French,Good Decor,After Hours Dining,$15-$30,Cab
American,Up and Coming,Takeout Available,$15-$30,Eclectic
French,Near-perfect Food,Private Rooms Available,$30-$50,Brasserie
American,Excellent Decor,Dining Outdoors,$15-$30,Hamburgers
Indian,Little Known But Well Liked,Catering for Special Events,below $15,none
American,Classic Hotel Dining,Special Brunch Menu,$30-$50,Continental
American,No Reservations,Dining Outdoors,below $15,none
American,Near-perfect Decor,Pre-theater Dining,$30-$50,none
American,Extraordinary Food,Weekend Lunch,$30-$50,Hamburgers
American,Need To Dress,Private Parties,$15-$30,none
American,Extraordinary Decor,Weekend Lunch,$30-$50,High Tea
French,Parking/Valet,Private Parties,$30-$50,Eclectic
Italian,Good Out of Town Business,Dining Outdoors,$30-$50,none
Italian,Warm spots by the fire,Parties and Occasions,$30-$50,none
American,Warm spots by the fire,Weekend Dining,$15-$30,High Tea
American,Excellent Food,none,$15-$30,Diners
Mexican,Excellent Decor,Private Rooms Available,$15-$30,Cab
American,Good Decor,Weekend Jazz Brunch,below $15,Traditional
Italian,People Keep Coming Back,After Hours Dining,$30-$50,none
Italian,Good for Younger Kids,Dancing,$15-$30,none
American,No Reservations,Special Brunch Menu,$15-$30,Hamburgers
American,Good Out of Town Business,Prix Fixe Menus,$15-$30,Steakhouses
French,Near-perfect Food,Weekend Dining,$30-$50,Continental
Italian,Excellent Decor,Weekend Brunch,$30-$50,Traditional
Mexican,Up and Coming,Weekend Jazz Brunch,$15-$30,none
American,No Reservations,Weekend Lunch,below $15,Southern
American,Romantic,Dancing,$30-$50,High Tea
French,Warm spots by the fire,Private Rooms Available,$15-$30,none
American,Parking/Valet,Private Rooms Available,$30-$50,Steakhouses
Italian,Business Scene,Takeout Available,$15-$30,Californian
Italian,Good Food,Short Drive,below $15,Traditional
American,Wheelchair Access,Private Rooms Available,below $15,Hamburgers
Italian,For the Young and Young at Heart,Pre-theater Dining,$15-$30,none
Indian,Good Decor,Prix Fixe Menus,$15-$30,none
French,Fabulous Wine Lists,Takeout Available,$30-$50,Power Brokers
American,No Liquor Served,Delivery Available,below $15,none
Italian,Relaxed Senior Scene,Happy Hour,$15-$30,none
French,Classic Hotel Dining,Pre-theater Dining,$30-$50,Power Brokers
French,Wheelchair Access,Private Parties,$30-$50,Eclectic
French,Excellent Decor,Takeout Available,$15-$30,none
American,Business Scene,After Hours Dining,$15-$30,Cab
American,Excellent Decor,Dancing,$15-$30,Traditional
Mexican,Excellent Food,Private Rooms Available,below $15,none
American,Extraordinary Food,Private Rooms Available,$15-$30,none
Italian,Good Out of Town Business,Private Rooms Available,$30-$50,Cab
American,Fabulous Wine Lists,Weekend Dining,$30-$50,Cab
American,Creative,Weekend Dining,over $50,Cab
American,Parking/Valet,Private Rooms Available,$15-$30,Southwestern
American,Warm spots by the fire,Private Rooms Available,$30-$50,Power Brokers
Italian,Good Service,Late Night Menu,below $15,Pizza
Italian,Excellent Decor,Pre-theater Dining,$30-$50,none
French,Fabulous Wine Lists,Late Night Menu,$30-$50,Power Brokers
French,Place for Singles,Late Night Menu,$15-$30,none
American,Singles Scene,Weekend Lunch,$30-$50,Steakhouses
American,Extraordinary Food,Dining Outdoors,$30-$50,Californian
American,Near-perfect Decor,Weekend Brunch,$30-$50,Power Brokers
American,Excellent Food,Weekend Lunch,below $15,Traditional
American,Up and Coming,Private Parties,$30-$50,Californian
American,Very Busy - Reservations a Must,Private Parties,$30-$50,High Tea
American,An Historic Spot,Dining Outdoors,$15-$30,Power Brokers
Italian,Singles Scene,Weekend Lunch,$15-$30,Continental
French,No Reservations,Weekend Dining,$15-$30,none
American,No Reservations,Private Parties,below $15,Coffee Shops
American,Fabulous Views,Special Brunch Menu,$15-$30,Steakhouses
American,Pub Feel,Dancing,$15-$30,Cab
American,No Liquor Served,Weekend Brunch,below $15,Diners
American,Good Decor,Weekend Dining,$15-$30,Diners
American,Focus on Dessert,Delivery Available,$30-$50,none
French,Near-perfect Decor,Early Dining,$30-$50,Power Brokers
American,For the Young and Young at Heart,Dining After the Theater,$15-$30,Hamburgers
Mexican,Good Service,Margaritas,below $15,none
Italian,Singles Scene,Weekend Jazz Brunch,$15-$30,Californian
Italian,Fair Decor,Open on Mondays,$15-$30,none
American,Parking/Valet,Catering for Special Events,$30-$50,Californian
Italian,Place for Singles,Dancing,$15-$30,Pizza
Italian,Very Busy - Reservations a Must,Takeout Available,$30-$50,none
American,Good Food,Weekend Jazz Brunch,below $15,Diners
French,Focus on Dessert,Picnics,$30-$50,Californian
French,Good Out of Town Business,Pre-theater Dining,$30-$50,Continental
Italian,Relaxed Senior Scene,Weekend Dining,$15-$30,Traditional
American,Warm spots by the fire,Open for Breakfast,below $15,none
American,Place for Singles,Dining After the Theater,$15-$30,Hamburgers
Mexican,Place for Singles,Private Parties,$15-$30,Traditional
Italian,No Reservations,Catering for Special Events,$15-$30,none
Italian,Excellent Decor,Picnics,$15-$30,none
American,Classic Hotel Dining,Weekend Jazz Brunch,$30-$50,High Tea
Mexican,Fair Decor,Private Rooms Available,below $15,none
French,Business Scene,Takeout Available,$30-$50,none
American,Good Decor,Takeout Available,below $15,Cab
American,Excellent Service,Private Rooms Available,below $15,Cafeterias
American,Excellent Service,Dining Outdoors,below $15,Cab
French,Singles Scene,Takeout Available,$15-$30,Continental
French,Quiet for Conversation,Delivery Available,$15-$30,Continental
American,Great for People Watching,Weekend Dining,below $15,Southern
Italian,Good Food,Delivery Available,$15-$30,none
American,Good Out of Town Business,Private Rooms Available,$30-$50,Cab
Italian,Authentic,Weekend Lunch,$30-$50,Power Brokers
American,Business Scene,Entertainment,$15-$30,Steakhouses
American,Good Out of Town Business,Private Parties,$30-$50,none
Mexican,Great for People Watching,Delivery Available,$15-$30,none
American,Warm spots by the fire,After Hours Dining,below $15,Southern
Mexican,For the Young and Young at Heart,Late Night Menu,$15-$30,Southwestern
French,Very Busy - Reservations a Must,Private Parties,$30-$50,Power Brokers
French,Excellent Food,Private Rooms Available,$15-$30,Brasserie
Italian,Extraordinary Service,Dining Outdoors,$15-$30,Traditional
Italian,No Reservations,Open on Mondays,below $15,Traditional
American,Excellent Service,none,$15-$30,Californian
French,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Continental
French,Extraordinary Service,none,$30-$50,Continental
American,Romantic,Weekend Lunch,$30-$50,High Tea
Italian,Tourist Appeal,Private Rooms Available,$15-$30,Power Brokers
American,Excellent Food,Dining After the Theater,$15-$30,Southern
Mexican,Good Decor,Prix Fixe Menus,below $15,none
Italian,Good Decor,Weekend Dining,$15-$30,Power Brokers
Mexican,For the Young and Young at Heart,Weekend Dining,$15-$30,Southwestern
American,Health Conscious Menus,Catering for Special Events,below $15,none
American,No Reservations,Takeout Available,below $15,Coffee Shops
American,Poor Decor,Open on Mondays,below $15,Po' Boys
Italian,Relaxed Senior Scene,Weekend Dining,over $50,Power Brokers
Italian,Warm spots by the fire,Late Night Menu,$30-$50,none
American,No Reservations,Takeout Available,below $15,none
American,Little Known But Well Liked,Dining Outdoors,below $15,none
French,Extraordinary Decor,Private Rooms Available,over $50,Power Brokers
American,Wheelchair Access,Weekend Dining,$15-$30,Hamburgers
American,Quirky,Weekend Lunch,$15-$30,none
American,Good for Younger Kids,Dining After the Theater,$15-$30,none
American,Parking/Valet,Delivery Available,$15-$30,Eclectic
French,Business Scene,Weekend Lunch,$30-$50,Continental
Italian,No Reservations,Weekend Brunch,below $15,Cab
American,People Keep Coming Back,Late Night Menu,$15-$30,Cab
American,Good for Younger Kids,Prix Fixe Menus,$30-$50,Soulfood
Italian,Excellent Food,Weekend Jazz Brunch,$15-$30,none
Indian,Good Food,Entertainment,$15-$30,none
American,Parking/Valet,Early Dining,$30-$50,none
Italian,Excellent Food,Private Parties,$15-$30,Cab
American,People Keep Coming Back,Takeout Available,below $15,Diners
Italian,For the Young and Young at Heart,Dining Outdoors,$15-$30,Continental
American,No Reservations,Open for Breakfast,below $15,Cab
American,Good for Younger Kids,Dining Outdoors,below $15,Hamburgers
French,Near-perfect Food,Prix Fixe Menus,over $50,Power Brokers
Italian,Good Decor,Late Night Menu,$30-$50,none
American,Good Out of Town Business,Open for Breakfast,$15-$30,none
French,Fair Food,Delivery Available,$15-$30,none
American,Place for Singles,Special Brunch Menu,$15-$30,Grills
Mexican,Excellent Food,Catering for Special Events,below $15,none
Indian,Parking/Valet,Fine for Dining Alone,below $15,none
American,Little Known But Well Liked,Pre-theater Dining,$30-$50,none
American,Cafe/Garden Dining,Open for Breakfast,below $15,none
Mexican,Excellent Service,Private Parties,$30-$50,none
American,Good Decor,Catering for Special Events,below $15,Health Food
French,Relaxed Senior Scene,Private Rooms Available,$30-$50,Californian
French,Singles Scene,Late Night Menu,$30-$50,Californian
American,Up and Coming,Delivery Available,$15-$30,Eclectic
American,Fabulous Wine Lists,Fine for Dining Alone,$30-$50,Traditional
American,Parking/Valet,Dancing,$15-$30,Pizza
American,Good Service,Special Brunch Menu,$30-$50,none
American,For the Young and Young at Heart,Private Parties,$15-$30,Southern
Italian,Extraordinary Food,Catering for Special Events,$30-$50,Cab
American,Excellent Service,Private Rooms Available,$30-$50,Continental
American,For the Young and Young at Heart,Weekend Lunch,below $15,Cab
Mexican,Parking/Valet,Catering for Special Events,below $15,none
American,Quiet for Conversation,Dining Outdoors,$30-$50,High Tea
Italian,Good Decor,After Hours Dining,below $15,Traditional
American,Good for Younger Kids,Catering for Special Events,below $15,Diners
French,Great for People Watching,Picnics,$30-$50,Californian
French,Extraordinary Food,Prix Fixe Menus,$30-$50,Continental
French,Classic Hotel Dining,Pre-theater Dining,$30-$50,Continental
American,Good Service,none,$15-$30,Coffee Shops
American,People Keep Coming Back,After Hours Dining,$15-$30,Soulfood
American,Wheelchair Access,Open for Breakfast,below $15,Coffee Houses
Italian,Up and Coming,Open for Breakfast,$15-$30,none
Italian,Creative,Takeout Available,$30-$50,Power Brokers
Mexican,Wheelchair Access,Open on Mondays,$15-$30,none
Mexican,Relaxed Senior Scene,Takeout Available,$30-$50,none
American,Good Service,Weekend Brunch,$15-$30,Central
American,Wheelchair Access,Private Rooms Available,$30-$50,none
Mexican,Very Busy - Reservations a Must,Catering for Special Events,$15-$30,Power Brokers
Italian,Good Out of Town Business,Pre-theater Dining,$30-$50,Power Brokers
American,Excellent Service,Private Parties,$15-$30,Southern
American,Extraordinary Decor,Late Night Menu,$15-$30,Grills
American,People Keep Coming Back,Prix Fixe Menus,$30-$50,Continental
French,Excellent Food,Private Rooms Available,$30-$50,Steakhouses
American,Need To Dress,Dining Outdoors,$15-$30,none
American,Quirky,Open for Breakfast,$15-$30,Central
Mexican,Fair Decor,Weekend Dining,$15-$30,none
French,Quiet for Conversation,Entertainment,$30-$50,none
American,Hip Place To Be,Short Drive,below $15,none
Italian,Good Decor,After Hours Dining,$15-$30,Steakhouses
Italian,Wheelchair Access,Delivery Available,$15-$30,Pizza
Italian,Quiet for Conversation,Private Rooms Available,$30-$50,Cab
Italian,Quiet for Conversation,Private Parties,$30-$50,Continental
French,Romantic,Open on Sundays,$15-$30,none
American,Quirky,After Hours Dining,$15-$30,none
French,Business Scene,Private Rooms Available,$15-$30,Power Brokers
American,Wheelchair Access,Weekend Lunch,below $15,Southwestern
Italian,Great for People Watching,Weekend Brunch,$15-$30,Cab
French,Quiet for Conversation,Long Drive,$30-$50,none
French,Fabulous Wine Lists,Weekend Brunch,over $50,none
American,Excellent Food,Weekend Dining,$30-$50,Traditional
American,Place for Singles,Entertainment,$30-$50,none
Italian,People Keep Coming Back,Dancing,$30-$50,none
Italian,Good Food,Takeout Available,below $15,Coffee Houses
American,Parking/Valet,Private Parties,$15-$30,none
American,Excellent Service,Open on Sundays,$15-$30,none
French,Hip Place To Be,Weekend Brunch,$30-$50,Power Brokers
Mexican,Pub Feel,Takeout Available,$15-$30,none
French,Parking/Valet,After Hours Dining,below $15,High Tea
American,Extraordinary Food,Takeout Available,$15-$30,none
French,Very Busy - Reservations a Must,Private Rooms Available,$30-$50,none
American,Good for Younger Kids,Private Rooms Available,$15-$30,Southern Comfort
Italian,Good Food,Catering for Special Events,below $15,Coffee Houses
American,Good for Younger Kids,Open on Sundays,below $15,none
Italian,Extraordinary Service,Weekend Dining,$15-$30,Southwestern
Indian,No Smoking Allowed,Private Parties,$15-$30,none
Italian,Excellent Food,Open on Sundays,below $15,none
Mexican,Business Scene,Weekend Dining,$15-$30,Power Brokers
Italian,Classic Hotel Dining,Weekend Dining,$15-$30,none
American,Relaxed Senior Scene,Private Parties,$15-$30,Hamburgers
Italian,Great for People Watching,Takeout Available,$30-$50,Traditional
Italian,Good Service,Long Drive,below $15,Pizza
Mexican,People Keep Coming Back,none,$15-$30,Southwestern
American,Warm spots by the fire,Weekend Lunch,below $15,Diners
American,Good Decor,Catering for Special Events,below $15,none
Italian,People Keep Coming Back,none,$30-$50,none
Italian,Excellent Service,Pre-theater Dining,$15-$30,none
American,Parking/Valet,Private Rooms Available,$15-$30,Southern Comfort
Italian,Good Out of Town Business,Open on Mondays,$30-$50,none
French,Relaxed Senior Scene,Parties and Occasions,over $50,none
American,Excellent Decor,Catering for Special Events,$15-$30,Southern
American,Good Decor,Weekend Dining,$15-$30,Continental
Italian,Relaxed Senior Scene,Weekend Brunch,$30-$50,Traditional
American,Wheelchair Access,Private Parties,$15-$30,none
American,Relaxed Senior Scene,Delivery Available,$15-$30,Eclectic
French,Extraordinary Service,Parties and Occasions,$30-$50,High Tea
French,Business Scene,Prix Fixe Menus,over $50,High Tea
French,Excellent Decor,Dining Outdoors,$30-$50,none
American,For the Young and Young at Heart,After Hours Dining,$15-$30,Grills
Italian,Excellent Food,Delivery Available,$15-$30,none
American,Hip Place To Be,Fine for Dining Alone,below $15,Southern
American,Up and Coming,Delivery Available,$15-$30,Hamburgers
French,Place for Singles,none,$15-$30,none
American,Quirky,Weekend Jazz Brunch,below $15,none
American,Health Conscious Menus,Private Parties,$30-$50,High Tea
Italian,Extraordinary Decor,Private Rooms Available,$15-$30,none
American,Extraordinary Decor,Fine for Dining Alone,$30-$50,Cab
French,Up and Coming,Dining Outdoors,$15-$30,none
Mexican,Excellent Service,none,below $15,none
Italian,Wheelchair Access,Catering for Special Events,$15-$30,Californian
Italian,Hip Place To Be,Open for Breakfast,$15-$30,Hamburgers
American,Health Conscious Menus,Special Brunch Menu,$15-$30,High Tea
American,Good Food,Takeout Available,$15-$30,none
