"s1","s2"
"cuisine=Roumanian","atmosphere=Relaxed Senior Scene"
"cuisine=Roumanian","atmosphere=Good Food"
"cuisine=Roumanian","atmosphere=Excellent Service"
"cuisine=Roumanian","atmosphere=Good Decor"
"cuisine=Tapas","atmosphere=Authentic"
"cuisine=Thai","atmosphere=Fair Service"
"cuisine=Thai","atmosphere=Poor Decor"
"cuisine=Austrian","atmosphere=Relaxed Senior Scene"
"cuisine=Austrian","atmosphere=Excellent Food"
"cuisine=Austrian","atmosphere=Excellent Service"
"cuisine=American","atmosphere=Tourist Appeal"
"cuisine=Thai","atmosphere=Good Out of Town Business"
"cuisine=Thai","atmosphere=Near-perfect Food"
"cuisine=Polish","atmosphere=Parking/Valet"
"cuisine=Polish","atmosphere=No Smoking Allowed"
"cuisine=Polish","atmosphere=Relaxed Senior Scene"
"cuisine=Polish","atmosphere=No Reservations"
"cuisine=Scandinavian","atmosphere=Good Food"
"cuisine=Scandinavian","atmosphere=Good Service"
"cuisine=Scandinavian","atmosphere=Good Decor"
"cuisine=American","atmosphere=No Liquor Served"
"cuisine=Polish","atmosphere=Excellent Service"
"cuisine=Polish","atmosphere=Excellent Decor"
"cuisine=German","atmosphere=Business Scene"
"cuisine=Tapas","atmosphere=Little Known But Well Liked"
"cuisine=Vietnamese","atmosphere=Relaxed Senior Scene"
"cuisine=Asian","atmosphere=Wheelchair Access"
"cuisine=Asian","atmosphere=No Reservations"
"cuisine=Asian","atmosphere=Creative"
"cuisine=Asian","atmosphere=Good Decor"
"cuisine=Greek","atmosphere=Tourist Appeal"
"cuisine=Polish","atmosphere=Buffet Dining"
"cuisine=Polish","atmosphere=Good Decor"
"cuisine=Ethiopian","atmosphere=Fair Decor"
"cuisine=Italian","atmosphere=Tourist Appeal"
"cuisine=Puerto Rican","atmosphere=Good Food"
"cuisine=Puerto Rican","atmosphere=Good Service"
"cuisine=Puerto Rican","atmosphere=Good Decor"
"cuisine=Japanese","atmosphere=An Out Of The Way Find"
"cuisine=Ukranian","atmosphere=Parking/Valet"
"cuisine=Ukranian","atmosphere=Relaxed Senior Scene"
"cuisine=Ukranian","atmosphere=Excellent Food"
"cuisine=Ukranian","atmosphere=Excellent Service"
"cuisine=Ukranian","atmosphere=Excellent Decor"
"cuisine=German","atmosphere=Tourist Appeal"
"cuisine=Guatemalan","atmosphere=Excellent Food"
"cuisine=Guatemalan","atmosphere=Excellent Service"
"cuisine=Guatemalan","atmosphere=Good Decor"
"cuisine=Czech","atmosphere=Parking/Valet"
"cuisine=Czech","atmosphere=Relaxed Senior Scene"
"cuisine=Mexican","atmosphere=Near-perfect Food"
"cuisine=Lebanese","atmosphere=Relaxed Senior Scene"
"cuisine=Spanish","atmosphere=An Out Of The Way Find"
"cuisine=Tapas","atmosphere=An Out Of The Way Find"
"cuisine=Asian","atmosphere=Good Out of Town Business"
"cuisine=Asian","atmosphere=Romantic"
"cuisine=Asian","atmosphere=Very Busy - Reservations a Must"
"cuisine=Asian","atmosphere=Quiet for Conversation"
"cuisine=Asian","atmosphere=Need To Dress"
"cuisine=Asian","atmosphere=Extraordinary Food"
"cuisine=Asian","atmosphere=Extraordinary Service"
"cuisine=Czech","atmosphere=No Reservations"
"cuisine=Polish","atmosphere=Little Known But Well Liked"
"cuisine=Polish","atmosphere=Extraordinary Food"
"cuisine=Greek","atmosphere=Classic Hotel Dining"
"cuisine=Greek","atmosphere=Business Scene"
"cuisine=Asian","atmosphere=No Smoking Allowed"
"cuisine=Peruvian","atmosphere=Parking/Valet"
"cuisine=Peruvian","atmosphere=Up and Coming"
"cuisine=Peruvian","atmosphere=Good Decor"
"cuisine=Moroccan","atmosphere=Fair Decor"
"cuisine=Peruvian","atmosphere=Authentic"
"cuisine=Peruvian","atmosphere=Good Food"
"cuisine=Polynesian","atmosphere=Parking/Valet"
"cuisine=Polynesian","atmosphere=Good Out of Town Business"
"cuisine=Polynesian","atmosphere=Buffet Dining"
"cuisine=Asian","atmosphere=Parking/Valet"
"cuisine=Asian","atmosphere=An Out Of The Way Find"
"cuisine=Asian","atmosphere=Fabulous Wine Lists"
"cuisine=Asian","atmosphere=Up and Coming"
"cuisine=Asian","atmosphere=Hip Place To Be"
"cuisine=Asian","atmosphere=Health Conscious Menus"
"cuisine=Asian","atmosphere=Near-perfect Food"
"cuisine=Italian","atmosphere=Near-perfect Service"
"cuisine=Asian","atmosphere=Near-perfect Service"
"cuisine=Asian","atmosphere=Near-perfect Decor"
"cuisine=Vietnamese","atmosphere=Very Busy - Reservations a Must"
"cuisine=Vietnamese","atmosphere=Buffet Dining"
"cuisine=German","atmosphere=Authentic"
"cuisine=German","atmosphere=An Out Of The Way Find"
"cuisine=German","atmosphere=Little Known But Well Liked"
"cuisine=Japanese","atmosphere=Fabulous Wine Lists"
"cuisine=Asian","atmosphere=Extraordinary Decor"
"cuisine=French","atmosphere=Pub Feel"
"cuisine=Persian","atmosphere=Parking/Valet"
"cuisine=Persian","atmosphere=Relaxed Senior Scene"
"cuisine=Ethiopian","atmosphere=Creative"
